Pop,Luis Miguel,J煤rame,-7.439,162.492,201.37751
Pop,Luis Miguel,Noi Ragazzi Di Oggi,-5.492,125.398,227.47383
Pop,Luis Miguel,Todo Y Nada,-7.683,162.268,219.402
Pop,Luis Miguel,T煤 S贸lo T煤,-5.659,115.779,218.22649
Pop,Luis Miguel,Intro - La Banda,-12.724,189.811,101.53751
Pop,Luis Miguel,Segundo Romance Medley El D铆a Que Me Quieras_ Solamente Una Vez_ Somo Novios_ Todo y Nada_ Nosotros,-8.527,166.312,653.63546
Pop,Luis Miguel,Suave,-6.343,209.942,335.5424
Pop,Luis Miguel,Romance Medley No Me Platiques M谩s_ No S茅 T煤_ La Puerta_ La Barca_ Inolvidable,-9.068,106.619,672.23465
Pop,Luis Miguel,C贸mo Es Posible Que A Mi Lado,-5.779,114.963,238.28853
Pop,Ke$ha,Dancing With Tears In My Eyes,-3.339,120.047,209.24036
Pop,Ke$ha,TiK ToK,-2.62,119.951,199.70567
Pop,Ke$ha,Boots &  Boys,-3.234,126,176.3522
Pop,Ke$ha,Your Love Is My Drug,-3.659,119.971,187.14077
Pop,Ke$ha,Dinosaur,-4.121,85.331,175.17669
Pop,Ke$ha,Animal,-4.035,139.03,237.34812
Pop,Ke$ha,VIP,-5.705,110.056,211.64363
Pop,Ke$ha,Kiss N Tell,-3.802,144.002,207.64689
Pop,Ke$ha,Take It Off,-5.004,124.95,215.19628
Pop,Ke$ha,Stephen,-4.482,100.027,212.37506
Pop,Ke$ha,Blind,-2.932,114.99,197.09342
Pop,Ke$ha,Backstabber,-2.062,159.997,186.8273
Pop,Ke$ha,Party At A Rich Dude's House,-3.843,147.076,175.62077
Pop,Ke$ha,TiK ToK,-7.028,127.072,308.89751
Pop,Long Ji Li,Dao Cao Ren (Album Version),-9.489,112.909,189.54404
Pop,Ke$ha,TiK ToK,-4.027,119.993,199.83628
Pop,Ke$ha,TiK ToK,-5.25,125.971,413.28281
Pop,Ke$ha,TiK ToK,-2.053,120.084,200.04526
Pop,Rocio Durcal,Sufro Tu Ausencia,-9.632,139.902,185.65179
Pop,Rocio Durcal,Vete A Volar,-7.05,150.023,202.60526
Pop,Rocio Durcal,Un Mundo Raro,-7.804,123.476,218.8273
Pop,Rocio Durcal,Cucurrucucu Paloma,-8.537,100.146,269.5571
Pop,Rocio Durcal,Esta Tristeza Mia,-8.08,83.316,172.77342
Pop,Rocio Durcal,La Media Vuelta,-6.946,96.091,162.92526
Pop,Rocio Durcal,Fiesta En El Corazon,-7.197,157.736,136.17587
Pop,Rocio Durcal,Si Nos Dejan,-9.537,105.402,190.87628
Pop,Rocio Durcal,Me Gustas Mucho,-8.747,120.625,184.34567
Pop,Rocio Durcal,Vestida De Blanco,-7.228,111.982,200.38485
Pop,Rocio Durcal,Para Toda La Vida,-10.14,67.967,216.00608
Pop,Rocio Durcal,Nunca Es Tarde,-9.422,80.732,179.33016
Pop,Rocio Durcal,Cuando Te Vayas,-14.857,105.974,169.56036
Pop,Rocio Durcal,Un Pedazo De Luna,-5.949,180.025,238.99383
Pop,Rocio Durcal,Es Mi Castigo,-6.394,113.878,233.63873
Pop,Rocio Durcal,Hasta Que Vuelvas,-7.738,85.04,221.54404
Pop,Rocio Durcal,Yo Por Ti,-7.434,85.638,219.14077
Pop,Rocio Durcal,Ya Te Olvide,-10.425,97.847,175.22893
Pop,Rocio Durcal,Me Nace Del Corazon,-8.648,102.126,175.96036
Pop,Rocio Durcal,La Guirnalda,-9.31,107.761,231.99302
Pop,Rocio Durcal,Frente A Frente,-11.124,98.004,268.61669
Pop,Rocio Durcal,Tarde,-9.534,61.159,222.98077
Pop,Rocio Durcal,Mia Un A帽o,-7.983,125.29,159.97342
Pop,Rocio Durcal,La Diferencia,-8.222,103.553,212.6624
Pop,Rocio Durcal,Amor Eterno,-11.407,81.122,377.7824
Pop,Rocio Durcal,Se Me Fue Olvidando,-9.758,106.411,187.55873
Pop,Rocio Durcal,Como Amigos,-11.071,78.609,242.25914
Pop,Rocio Durcal,La Gata Bajo La Lluvia,-11.66,102.222,222.4322
Pop,Rocio Durcal,Vida Mia,-9.515,95.296,273.29261
Pop,Rocio Durcal,El Ultimo Cafe,-9.452,93.484,245.83791
Pop,Rocio Durcal,Tenias Que Ser Tan Cruel,-13.909,108.886,200.48934
Pop,Rocio Durcal,Por Que Fue Que Te Ame?,-16.351,93.556,269.89669
Pop,Rocio Durcal,Corazon Sufrido,-8.228,84.028,187.34975
Pop,Rocio Durcal,Frases Hechas,-7.511,106.043,269.58322
Pop,Rocio Durcal,De Menos A Mas,-7.322,96.164,262.79138
Pop,Rocio Durcal,Culpa De Un Palomo,-7.965,83.998,190.17098
Pop,Rocio Durcal,Me Refugie En Tu Juventud,-10.348,108.453,350.1971
Pop,Rocio Durcal,Mas Bonita Que Ninguna,-6.753,83.732,176.5873
Pop,Rocio Durcal,Sempre Libera (de La Traviata),-9.903,130.103,106.50077
Pop,Rocio Durcal,Tengo 17 A帽os,-9.287,115.565,181.91628
Pop,Rocio Durcal,Amor En El Aire,-6.323,124.872,138.50077
Pop,Rocio Durcal,El Pichi,-8.352,96.107,221.93587
Pop,Rocio Durcal,Cancion De Juventud,-9.879,84.866,225.61914
Pop,Rocio Durcal,Colores,-9.614,115.168,133.66812
Pop,Rocio Durcal,Los Piropos De Mi Barrio,-10.611,95.163,214.96118
Pop,Rocio Durcal,Contenta,-5.907,176.211,146.88608
Pop,Rocio Durcal,Mi Coraz贸n,-7.53,90.221,208.16934
Pop,Rocio Durcal,Eugenia Emperatriz,-10.152,131.063,259.76118
Pop,Rocio Durcal,La Campana,-11.753,114.404,135.70567
Pop,Rocio Durcal,Homenaje A Agustin Lara,-11.188,97.301,298.89261
Pop,Rocio Durcal,Hay Tantos Chicos,-9.376,95.941,174.07955
Pop,Rocio Durcal,Introducci贸n Y Jotas,-5.801,117.905,359.10485
Pop,Rocio Durcal,Introducci贸n Y Caracoles,-8.187,90.826,359.44444
Pop,Rocio Durcal,Cartel De Publicidad,-5.931,93.018,142.21016
Pop,Rocio Durcal,Las Viudas,-8.777,75.263,250.90567
Pop,Rocio Durcal,El Sombrero Viejecito,-7.381,152.779,131.13424
Pop,Rocio Durcal,El Canalla,-9.983,97.684,170.47465
Pop,Roc铆o D煤rcal,Que Ilusi贸n,-8.422,137.665,133.61587
Pop,Roc铆o D煤rcal,Que Tengas Suerte,-9.014,96.32,196.91057
Pop,Rocio Durcal,Eres Unico,-6.488,69.268,217.12934
Pop,Rocio Durcal,Jamas Te Prometi Un Jardin De Rosas,-6.943,88.221,241.94567
Pop,Rocio Durcal,Desaires,-5.788,161.291,171.54567
Pop,Rocio Durcal,Luz De Luna,-7.456,106.571,217.75628
Pop,Rocio Durcal,Porque Te Quiero,-5.649,85.328,275.19955
Pop,Rocio Durcal,Que Sea Mi Condena,-10.261,102.627,175.85587
Pop,Rocio Durcal,Tu Que Fuiste,-18.884,101.405,215.77098
Pop,Rocio Durcal,Sola (Then),-17.249,104.119,229.38077
Pop,Rocio Durcal,Cuando Yo Quiera Has De Volver,-7.85,74.504,185.05098
Pop,Rocio Durcal,Amor Del Alma,-12.236,88.641,170.37016
Pop,Rocio Durcal,Marinero,-6.895,97.767,220.682
Pop,Rocio Durcal,Adios,-6.175,133.432,203.78077
Pop,Rocio Durcal,Limosna De Amor,-11.882,130.898,230.1122
Pop,Rocio Durcal,Amor Disculpame,-12.7,121.832,220.89098
Pop,Rocio Durcal,Bailemos Otra Vez,-10.481,144.179,221.1522
Pop,Rocio Durcal,Rindete,-7.987,146.226,264.17587
Pop,Rocio Durcal,Fruta Verde,-11.583,136.008,220.21179
Pop,Rocio Durcal,Tu Si Que Sabes Amar,-10.8,249.618,235.96363
Pop,Rocio Durcal,Sombras... Nada Mas,-10.576,98.897,219.03628
Pop,Rocio Durcal,El Juzgado 23,-8.601,106.973,247.11791
Pop,Rocio Durcal,Que El Mundo Ruede,-9.582,120.658,154.06975
Pop,Rocio Durcal,La Gata Bajo La Lluvia,-7.776,91.774,219.11465
Pop,Emiliana Torrini,Baby Blue (Runaways Mix),-8.362,116.351,294.89587
Pop,Emiliana Torrini,Baby Blue (Rae & Christian Remix),-11.407,116.355,460.30322
Pop,Emiliana Torrini,Baby Blue,-6.025,116.398,245.86404
Pop,Emiliana Torrini,Wednesday's Child,-9.645,142.06,233.40363
Pop,Emiliana Torrini,Dead Things,-11.687,72.575,262.37342
Pop,Emiliana Torrini,Tuna Fish,-13.656,70.418,190.87628
Pop,Emiliana Torrini,Easy,-8.21,163.846,198.47791
Pop,Emiliana Torrini,Easy In the Rain (Acoustic),-11.124,168.014,199.23546
Pop,Emiliana Torrini,Easy In the Sunshine (Acoustic),-14.237,72.378,198.5824
Pop,Emiliana Torrini,Flirt (slow blow),-8.406,77.094,122.51383
Pop,Emiliana Torrini,Easy,-6.529,163.923,183.53587
Pop,Emiliana Torrini,Heartstopper,-14.535,110.214,182.46485
Pop,Emiliana Torrini,Snow,-19.235,116.397,118.88281
Pop,Emiliana Torrini,Fisherman's Woman,-16.249,79.792,111.17669
Pop,Emiliana Torrini,Next Time Around,-12.664,162.453,216.55465
Pop,Emiliana Torrini,Honeymoon Child,-20.925,180.337,189.12608
Pop,Emiliana Torrini,A Least It Was,-19.604,140.582,258.53342
Pop,Emiliana Torrini,Serenade,-21.414,142.008,217.28608
Pop,Emiliana Torrini,Lifesaver,-16.699,126.213,239.98649
Pop,Emiliana Torrini,Today Has Been OK,-18.198,184.311,211.56526
Pop,Emiliana Torrini,Nothing Brings Me Down,-17.51,147.024,235.96363
Pop,Emiliana Torrini,Thinking Out Loud,-19.257,145.024,201.58649
Pop,Emiliana Torrini,Lifesaver (Bonus Track),-13.437,126.386,239.0722
Pop,Emiliana Torrini,Heartstopper,-13.808,111.678,200.4371
Pop,Emiliana Torrini,Heartstopper,-11.144,112.469,179.98322
Pop,Emiliana Torrini,Thinking Out Loud,-17.553,162.064,313.25995
Pop,Emiliana Torrini,Gollum's Song (Album Version),-15.27,90.59,351.32036
Pop,Emiliana Torrini,Hold Heart,-11.582,165.88,124.36853
Pop,Emiliana Torrini,Beggars Prayer,-17.442,158.498,175.93424
Pop,Emiliana Torrini,Big Jumps,-10.777,82.638,181.91628
Pop,Emiliana Torrini,Gun,-9.914,170.655,345.70404
Pop,Emiliana Torrini,Ha Ha,-11.441,137.105,195.94404
Pop,Emiliana Torrini,Dead Duck,-9.624,169.81,336.43057
Pop,Emiliana Torrini,Me And Armini,-10.49,100.395,257.67138
Pop,Emiliana Torrini,Birds,-13.438,148.545,383.50322
Pop,Emiliana Torrini,Fireheads,-14.092,153.24,224.44363
Pop,Emiliana Torrini,Bleeder,-21.068,143.19,290.76853
Pop,Emiliana Torrini,Me And Armini (Radio Edit),-10.534,100.388,226.32444
Pop,Emiliana Torrini,Heard It All Before,-8.665,146.219,253.72689
Pop,Emiliana Torrini,Me And Armini (Manasseh Mix),-7.589,99.983,309.60281
Pop,Emiliana Torrini,Beggars Prayer (KCRW.com Presents),-17.472,155.476,202.10893
Pop,Emiliana Torrini,Me And Armini (Simone Lombardi Mix),-6.956,100.027,221.41342
Pop,Emiliana Torrini,Ha Ha (KCRW.com Presents),-15.326,79.853,186.122
Pop,Emiliana Torrini,Me And Armini (Dan Carey Mix),-4.785,103.98,206.57587
Pop,Emiliana Torrini,Sunny Road,-16.759,167.193,184.29342
Pop,Emiliana Torrini,Sunny Road,-10.897,67.694,156.96934
Pop,Emiliana Torrini,Sunny Road,-8.484,169.222,347.66322
Pop,Emiliana Torrini,Sunny Road,-14.818,150.621,198.03383
Pop,Emiliana Torrini,To Be Free,-7.648,152.021,217.15546
Pop,Emiliana Torrini,To Be Free,-6.278,127.866,488.46322
Pop,Emiliana Torrini,To Be Free,-8.743,85.332,480.54812
Pop,Emiliana Torrini,Weird Friendless Kid,-9.168,104.644,252.55138
Pop,Emiliana Torrini,To Be Free,-7.691,152.09,203.49342
Pop,Emiliana Torrini,To Be Free,-7.108,152.063,205.63546
Pop,Emiliana Torrini,To Be Free,-9.437,127.002,309.9424
Pop,Emiliana Torrini,7-Up Days,-9.349,193.61,227.26485
Pop,Emiliana Torrini,Unemployed In Summertime (Tore Johansson Mix),-7.13,88.901,232.56771
Pop,Emiliana Torrini,Tuna Fish (Acoustic Version),-10.354,119.961,174.81098
Pop,Diana King,I Say A Little Prayer,-8.367,130.826,214.85669
Pop,Diana King,I Say A Little Prayer,-5.819,130.831,214.69995
Pop,Diana King,My love,-14.85,94.52,224.49587
Pop,Diana King,Shy Guy,-5.006,94.003,217.73016
Pop,Diana King,Smooth Girl (Clean Edit),-5.199,85.099,231.00036
Pop,Diana King,Credit Card (Clean Version),-5.525,93.31,250.74893
Pop,Diana King,Dance (Like No One's Watching Us) (Clean Version),-3.579,106.998,236.64281
Pop,Diana King,Wine Yu Waist (Clean Version),-7.023,93.979,254.17098
Pop,Diana King (Duet With Papa Dee),Down Lo (Clean Version),-5.736,167.927,232.6722
Pop,Diana King,Summer Breezin' (Clean Version),-5.437,91.971,204.93016
Pop,Diana King,Mi Lova (Clean Version),-4.873,141.853,233.66485
Pop,Diana King,Wallflower (Clean Version),-5.065,124.041,212.94975
Pop,Diana King,She Had A... (Clean Version),-5.878,171.918,197.45914
Pop,Diana King,Suga_ Suga (Clean Version),-5.053,175.967,218.72281
Pop,Diana King,Tick Boom (Clean Version),-5.524,125.242,189.20444
Pop,Diana King,Spanish Town Blues,-11.131,151.703,234.00444
Pop,Diana King,Bounce,-6.19,78.859,234.4224
Pop,Diana King,Stir It Up,-5.792,173.952,226.29832
Pop,Diana King,Supa-Lova-Bwoy,-4.823,195.935,235.7024
Pop,Diana King,Bob Marley Medley,-5.907,61.851,435.22567
Pop,Diana King,L-L-Lies,-5.185,97.999,249.39057
Pop,Diana King,I Say A Little Prayer,-4.344,83.962,206.78485
Pop,Diana King,I Say A Little Prayer,-4.542,130.838,215.30077
Pop,Diana King,Do You Really Want To Hurt Me,-7.445,191.984,325.19791
Pop,Diana King,Tenderness,-7.512,146.018,256.23465
Pop,Diana King,Sukyaki,-9.638,93.379,352.05179
Pop,Diana King,Shy Guy,-4.173,94.009,258.89914
Pop,Diana King,Hey Jude,-6.342,89.005,351.50322
Pop,Diana King,Shy Guy,-5.836,94.001,221.70077
Pop,Diana King,Slow Rush,-7.269,123.989,295.36608
Pop,Diana King,Tumble Down,-7.972,137.816,257.82812
Pop,Diana King,Tougher Than Love,-6.086,99.052,229.14567
Pop,Diana King,Treat Her Like A Lady,-5.322,94.966,233.87383
Pop,Diana King,Can't Do Without You,-6.643,168.047,300.79955
Pop,Diana King,Ain't Nobody,-5.608,194.78,321.90649
Pop,Diana King,Black Roses,-7.039,153.723,305.50159
Pop,Diana King,Love Triangle,-6.532,166.199,260.96281
Pop,Diana King,Shy Guy,-5.131,94,258.55955
Pop,Diana King,Love Me Thru The Night,-4.589,161.84,316.36853
Pop,Camilo Sesto,Quererte A Ti,-6.745,80.626,243.46077
Pop,Camilo Sesto,No Hay Edad,-7.339,152.842,187.19302
Pop,Camilo Sesto,Mexico,-7.982,152.699,232.6722
Pop,Camilo Sesto,Algo De Mi,-4.936,152.555,249.99138
Pop,Camilo Sesto,Mendigo De Amor,-9.655,93.573,200.07138
Pop,Camilo Sesto,Lanza Tu Voz,-6.109,134.61,123.402
Pop,Camilo Sesto,Buenas Noches,-9.834,81.974,165.45914
Pop,Camilo Sesto,Todos Los Tiempos (O Sole Mio),-7.366,96.561,239.98649
Pop,Camilo Sesto,Esa Paloma,-9.165,120.522,181.9424
Pop,Camilo Sesto,Oh_ Mari,-8.547,101.406,202.9971
Pop,Camilo Sesto,Te Amo,-10.154,122.575,191.79057
Pop,Camilo Sesto,Paloma Blanca_ Paloma Mia,-6.871,120.083,225.25342
Pop,Camilo Sesto,Locura Sin Direccion,-6.545,168.131,226.2722
Pop,Camilo Sesto,Jamas,-6.598,131.134,204.2771
Pop,Camilo Sesto,Olvidalo,-6.723,145.257,191.86893
Pop,Camilo Sesto,Que Dificil Es Ser Feliz,-8.503,128.882,227.99628
Pop,Camilo Sesto,Carnaval,-6.095,117.879,174.34077
Pop,Camilo Sesto,Hablame De Amor,-6.115,127.86,160.93995
Pop,Camilo Sesto,Amor Libre,-9.431,141.093,187.66322
Pop,Camilo Sesto,Isabel,-13.382,100.236,198.39955
Pop,Camilo Sesto,Ayudadme,-11.322,81.404,262.26893
Pop,Camilo Sesto,Llueve Sobre Mojado,-7.499,87.136,168.46322
Pop,Camilo Sesto,Nunca Me Amaron Asi,-7.217,95.44,236.06812
Pop,Camilo Sesto,Dejarse Querer (No Sirve De Nada),-9.677,69.701,228.5971
Pop,Camilo Sesto,驴Quieres Ser Mi Amante?,-8.92,151.339,249.67791
Pop,Camilo Sesto,Dejame Participar (En Tu Juego),-7.427,154.61,214.20363
Pop,Camilo Sesto,Madre,-8.02,146.307,227.26485
Pop,Camilo Sesto,Hombre Y Mujer,-10.593,127.726,184.05832
Pop,Camilo Sesto,Quien,-10.568,157.77,290.32444
Pop,Camilo Sesto,En Valencia,-7.55,133.676,200.72444
Pop,Camilo Sesto,Volver_ Volver,-11.512,94.708,209.3971
Pop,Camilo Sesto,Ayudadme,-7.979,160.817,231.75791
Pop,Camilo Sesto,El Amor De Mi Vida,-10.434,99.181,336.8224
Pop,Camilo Sesto,Donde Estes_ Con Quien Estes,-8.801,145.741,257.30567
Pop,Camilo Sesto,Melina,-6.003,134.913,167.07873
Pop,Camilo Sesto,Tarde O Temprano,-6.304,95.277,209.81506
Pop,Camilo Sesto,驴Quieres Ser Mi Amante?,-7.058,151.032,217.18159
Pop,Camilo Sesto,Si Tu Te Vas,-7.378,140.207,199.49669
Pop,Camilo Sesto,Vivir Asi Es Morir De Amor,-6.474,101.154,223.76444
Pop,Camilo Sesto,Todo Por Nada,-7.383,63.586,198.32118
Pop,Camilo Sesto,Mienteme...,-7.465,168.971,156.62975
Pop,Camilo Sesto,Amor... Amar,-9.468,86.7,239.09832
Pop,Camilo Sesto,Amor No Me Ignores,-8.655,135.728,202.70975
Pop,Camilo Sesto,Que Mas Te Da,-7.585,161.795,204.38159
Pop,Camilo Sesto,Perdona_ Perdona,-10.023,112.639,239.85587
Pop,Camilo Sesto,Criatura Mia,-8.607,74.31,208.45669
Pop,Camilo Sesto,Y...  No,-7.541,131.437,359.73179
Pop,Camilo Sesto,Vistete De Blanco,-8.803,153.213,244.06159
Pop,Camilo Sesto,Mienteme...,-8.25,168.915,162.79465
Pop,Camilo Sesto,Si Me Dejas Ahora,-9.432,144.802,264.6722
Pop,Camilo Sesto,Despues De Ti,-9.301,121.951,204.40771
Pop,Camilo Sesto,Loving You,-10.069,87.035,259.05587
Pop,Camilo Sesto,Come_ Come Again,-10.049,139.763,275.93098
Pop,Camilo Sesto,Solo El Cielo Y Tu,-9.262,96.173,246.20363
Pop,Camilo Sesto,Getsemani (Oracion Del Huerto),-10.143,166.057,355.99628
Pop,Camilo Sesto;Guillermo Anton;Charly Chausson;Coro,El Arresto,-8.87,103.993,217.99138
Pop,Camilo Sesto,Que Mas Te Da,-7.543,161.038,234.50077
Pop,Camilo Sesto,Agua Pasada,-8.062,140.988,249.46893
Pop,Camilo Sesto,No Sabes Cuanto Te Quiero,-12.982,139.755,276.61016
Pop,Camilo Sesto,Hasta El Final,-7.58,141.94,199.83628
Pop,Camilo Sesto,Amor No Me Ignores,-7.993,137.021,217.15546
Pop,Camilo Sesto,Brindo,-9.426,100.184,173.26975
Pop,Camilo Sesto,Por Amor,-6.738,129.692,168.07138
Pop,Camilo Sesto,Solo Tu,-9.377,142.076,230.47791
Pop,Camilo Sesto,驴Que Sera De Ti?,-6.683,152.506,160.39138
Pop,Isabel Pantoja,Se Me Enamora El Alma,-11.144,113.199,305.97179
Pop,Camilo Sesto,Tu_ Solamente Tu,-12.718,90.008,153.80853
Pop,Camilo Sesto,Querido Amor,-10.123,142.2,184.78975
Pop,Camilo Sesto,Mejor Que Nadie,-9.105,92.762,151.92771
Pop,Camilo Sesto,Lo Que Tu Alma Esconde,-9.224,124.264,130.45506
Pop,Camilo Sesto,Mi Buen Amor,-11.164,140.072,216.47628
Pop,Camilo Sesto,Girasol,-8.963,133.08,262.79138
Pop,Camilo Sesto,AtRnBado,-8.306,139.829,221.72689
Pop,Camilo Sesto,Vivir Asi Es Morir De Amor,-7.197,76.32,210.12853
Pop,Camilo Sesto,Fuego,-6.138,88.423,181.39383
Pop,Camilo Sesto,Solo Un Hombre,-7.297,147.092,195.47383
Pop,Camilo Sesto,Sara,-5.961,96.005,143.67302
Pop,Camilo Sesto,Con Razon O Sin Razon,-7.629,107.278,156.47302
Pop,Camilo Sesto,To Be A Man,-5.482,192.348,188.47302
Pop,Camilo Sesto,Maldito Destino,-9.531,112.053,231.81016
Pop,Camilo Sesto,Soy Un Loco Sincero,-9.518,170.987,234.39628
Pop,Camilo Sesto,Cuando Digo Que No,-11.097,137.412,208.92689
Pop,Camilo Sesto,Mientras Mi Alma Sienta,-12.114,144.882,319.52934
Pop,Camilo Sesto,驴Quien Eres Tu?,-7.708,92.387,210.72934
Pop,Mocha,Universal,-10.038,124.983,441.25995
Pop,Mocha,Inca,-12.376,126.977,423.91465
Pop,Mocha,Spheres,-9.843,125.998,461.5571
Pop,Mocha,Spheres,-10.611,125.992,382.64118
Pop,}AMA & RNB WANNABES,PAY THE PRICE,-5.675,144.007,201.27302
Pop,Ama,Thoughts Are Diving,-9.473,170.001,355.99628
Pop,Sezen Aksu,Olursem Yaziktir,-8.531,116.559,177.97179
Pop,The Bulgarian Voices - Angelite,Sasedi,-11.115,89.956,250.17424
Pop,Sezen Aksu,Istanbul Hatirasi,-14.145,68.812,274.46812
Pop,Sezen Aksu,O-kudum-da,-6.267,91.007,261.77261
Pop,Sezen Aksu,Keskin Bi莽ak,-9.734,94.074,326.16444
Pop,Sezen Aksu,Yalanci D眉nya,-7.872,155.194,213.86404
Pop,Sezen Aksu,Kahpe Kader,-9.913,130.061,368.5873
Pop,Sezen Aksu,Oh Oh,-6.814,104.019,233.45587
Pop,Sezen Aksu,Yine mi 脟i莽ek,-11.117,154.521,351.7122
Pop,Sezen Aksu,Gidiyorum Bu Sehirden,-12.852,103.543,414.24934
Pop,Sezen Aksu,Hayat Sana Tesekk眉r Ederim,-11.156,91.935,253.57016
Pop,Sezen Aksu,Rumeli Havasi,-9.457,37.689,278.17751
Pop,Sezen Aksu,Deliveren,-17.289,60.564,44.042
Pop,Sezen Aksu,Hos Geldin,-11.415,196.619,280.68526
Pop,Sezen Aksu,Yol Arkadasim,-12.556,155.96,305.57995
Pop,Sezen Aksu,Kalasnikof,-6.445,170.036,303.64689
Pop,Sezen Aksu,Erkekler,-8.696,199.196,342.02077
Pop,Sezen Aksu,Dugun,-7.235,180.022,204.12036
Pop,Sezen Aksu,O Sensin,-11.757,107.687,232.202
Pop,Sezen Aksu,Ayisigi,-7.448,125.865,239.62077
Pop,Sezen Aksu,Helal Ettim Hakkimi,-7.28,130.016,238.68036
Pop,Sezen Aksu,Kasim Yagmurlari,-6.554,115.668,313.36444
Pop,Sezen Aksu,Gul,-11.487,92.155,238.15791
Pop,Sezen Aksu,Allahin Varsa,-8.057,91.298,305.47546
Pop,Sezen Aksu,Hidrellez,-6.549,105.435,231.33995
Pop,Sarah Benson,Ecstatic Flutes,-27.299,85.596,1546.762
Pop,Sezen Aksu,Sonbahar,-12.219,103.05,221.57016
Pop,Sezen Aksu,Ah Mazi,-11.246,86.923,231.65342
Pop,Sezen Aksu,Git,-12.508,136.22,342.41261
Pop,Sezen Aksu,脺nzile,-11.434,116.204,256.20853
Pop,Sezen Aksu,Ali,-12.18,99.356,320.73098
Pop,Sezen Aksu,Kolay Degil,-11.314,120.916,238.41914
Pop,Sezen Aksu,Yalnizca Sitem,-13.561,98.292,294.60853
Pop,Sezen Aksu,Beni Unutma,-13.361,130.533,292.44036
Pop,Sezen Aksu,Deger Mi,-5.94,82.692,294.1122
Pop,Sezen Aksu,Kusura Bakma,-5.077,125.059,252.62975
Pop,Sezen Aksu,Tutuklu,-7.144,132.025,265.03791
Pop,OV7,Joy,-3.568,102.019,228.15302
Pop,OV7,Eres Tu,-3.725,183.94,223.39873
Pop,OV7,Somos Un Mundo,-8.086,91.992,195.39546
Pop,OV7,Love Colada,-4.447,186.676,182.22975
Pop,OV7,Go Baby,-4.361,160.016,179.30404
Pop,OV7,Te Necesito,-3.745,90.002,255.58159
Pop,OV7,Una na na,-3.593,99.995,239.67302
Pop,OV7,7 Latidos,-4.844,134.014,177.73669
Pop,OV7,Fascination,-5.994,127.966,186.8273
Pop,OV7,Bajen Todos Las Armas,-4.582,120.012,187.34975
Pop,OV7,Tengo El Control,-4.115,88.021,202.73587
Pop,OV7,Fantasmas,-6.959,161.001,217.39057
Pop,OV7,Ov7ation,-5.872,125.99,202.94485
